Time,Ambient_temp,Irradiance,PV_temp,PV_input_current(A),PV_input_voltage(V),PV_no.
2021-02-01 00:00:00,25.7,0.0,24.2,0.0,0.0,8
2021-02-01 00:15:00,25.3,0.0,23.3,0.0,0.0,8
2021-02-01 00:30:00,25.6,0.0,22.6,0.0,0.0,8
2021-02-01 00:45:00,25.5,0.0,23.5,0.0,0.0,8
2021-02-01 01:00:00,24.5,0.0,23.0,0.0,0.0,8
2021-02-01 01:15:00,24.4,0.0,22.9,0.0,0.0,8
2021-02-01 01:30:00,24.7,0.0,23.3,0.0,0.0,8
2021-02-01 01:45:00,23.8,0.0,22.7,0.0,0.0,8
2021-02-01 02:00:00,23.1,0.0,22.2,0.0,0.0,8
2021-02-01 02:15:00,23.4,0.0,21.7,0.0,0.0,8
2021-02-01 02:30:00,23.5,0.0,21.2,0.0,0.0,8
2021-02-01 02:45:00,24.0,0.0,21.5,0.0,0.0,8
2021-02-01 03:00:00,24.1,0.0,21.2,0.0,0.0,8
2021-02-01 03:15:00,24.4,0.0,22.9,0.0,0.0,8
2021-02-01 03:30:00,24.5,0.0,23.3,0.0,0.0,8
2021-02-01 03:45:00,24.1,0.0,22.6,0.0,0.0,8
2021-02-01 04:00:00,24.2,0.0,22.8,0.0,0.0,8
2021-02-01 04:15:00,24.4,0.0,22.9,0.0,0.0,8
2021-02-01 04:30:00,24.4,0.0,23.4,0.0,0.0,8
2021-02-01 04:45:00,24.1,0.0,22.9,0.0,0.0,8
2021-02-01 05:00:00,23.8,0.0,22.6,0.0,0.0,8
2021-02-01 05:15:00,23.7,0.0,21.8,0.0,0.0,8
2021-02-01 05:30:00,23.4,0.0,22.0,0.0,0.0,8
2021-02-01 05:45:00,23.1,0.0,21.1,0.0,0.0,8
2021-02-01 06:00:00,22.3,0.0,21.3,0.0,0.0,8
2021-02-01 06:15:00,22.8,0.0,21.3,0.0,0.0,8
2021-02-01 06:30:00,23.0,0.0,21.4,0.0,0.0,8
2021-02-01 06:45:00,23.0,0.0,21.5,0.03,563.5,8
2021-02-01 07:00:00,23.1,0.0,22.1,0.03,654.0,8
2021-02-01 07:15:00,23.5,6.4,22.8,0.23,734.8,8
2021-02-01 07:30:00,23.8,32.1,22.4,0.43,735.4,8
2021-02-01 07:45:00,24.7,55.2,23.1,0.43,741.4,8
2021-02-01 08:00:00,25.8,80.3,25.7,0.63,741.5,8
2021-02-01 08:15:00,26.7,122.4,27.9,1.03,752.7,8
2021-02-01 08:30:00,28.7,151.7,30.0,1.23,735.4,8
2021-02-01 08:45:00,30.1,192.0,29.4,1.63,729.4,8
2021-02-01 09:00:00,31.8,211.5,31.1,1.83,723.4,8
2021-02-01 09:15:00,31.7,231.0,33.4,2.23,715.5,8
2021-02-01 09:30:00,33.6,259.1,34.2,2.84,715.5,8
2021-02-01 09:45:00,34.5,285.4,35.8,3.25,705.4,8
2021-02-01 10:00:00,35.1,304.9,36.9,3.65,699.5,8
2021-02-01 10:15:00,36.8,323.2,37.6,4.25,693.5,8
2021-02-01 10:30:00,34.4,337.9,39.1,4.65,687.4,8
2021-02-01 10:45:00,39.8,357.4,41.4,5.07,687.4,8
2021-02-01 11:00:00,36.5,362.3,41.4,5.27,682.7,8
2021-02-01 11:15:00,39.2,370.8,43.6,5.68,680.4,8
2021-02-01 11:30:00,38.1,362.3,42.3,5.68,675.4,8
2021-02-01 11:45:00,37.8,396.5,42.8,6.09,675.1,8
2021-02-01 12:00:00,36.4,384.9,46.5,6.39,675.4,8
2021-02-01 12:15:00,39.5,394.1,44.8,6.39,681.9,8
2021-02-01 12:30:00,41.3,395.3,45.2,6.41,669.5,8
2021-02-01 12:45:00,41.1,391.0,44.6,6.58,675.4,8
2021-02-01 13:00:00,40.4,395.3,43.3,6.72,670.5,8
2021-02-01 13:15:00,38.3,388.5,45.9,6.74,675.4,8
2021-02-01 13:30:00,40.5,375.1,43.9,6.53,687.4,8
2021-02-01 13:45:00,39.7,356.8,43.2,6.23,686.3,8
2021-02-01 14:00:00,38.8,352.5,42.7,6.19,681.4,8
2021-02-01 14:15:00,36.4,334.8,41.6,6.19,682.7,8
2021-02-01 14:30:00,40.2,325.7,44.0,5.97,683.7,8
2021-02-01 14:45:00,38.5,287.8,45.4,5.31,681.4,8
2021-02-01 15:00:00,38.8,282.9,42.7,5.26,685.2,8
2021-02-01 15:15:00,39.8,253.6,44.5,4.86,699.4,8
2021-02-01 15:30:00,38.7,227.4,40.6,4.45,695.9,8
2021-02-01 15:45:00,36.3,208.5,40.2,4.25,703.1,8
2021-02-01 16:00:00,35.2,177.9,38.7,3.61,705.5,8
2021-02-01 16:15:00,36.1,154.2,38.8,3.2,695.8,8
2021-02-01 16:30:00,35.1,121.2,37.7,2.72,699.4,8
2021-02-01 16:45:00,34.9,91.2,37.4,2.11,697.6,8
2021-02-01 17:00:00,34.4,63.8,35.7,1.71,699.4,8
2021-02-01 17:15:00,33.7,36.9,34.8,1.31,697.7,8
2021-02-01 17:30:00,32.7,17.3,33.2,0.91,693.4,8
2021-02-01 17:45:00,31.7,0.0,32.0,0.71,675.4,8
2021-02-01 18:00:00,30.8,0.0,29.9,0.24,662.2,8
2021-02-01 18:15:00,30.2,0.0,28.9,0.24,609.4,8
