Time,Ambient_temp,Irradiance,PV_temp,PV_input_current(A),PV_input_voltage(V),PV_no.
2021-02-01 00:00:00,25.7,0.0,24.2,0.0,0.0,9
2021-02-01 00:15:00,25.3,0.0,23.3,0.0,0.0,9
2021-02-01 00:30:00,25.6,0.0,22.6,0.0,0.0,9
2021-02-01 00:45:00,25.5,0.0,23.5,0.0,0.0,9
2021-02-01 01:00:00,24.5,0.0,23.0,0.0,0.0,9
2021-02-01 01:15:00,24.4,0.0,22.9,0.0,0.0,9
2021-02-01 01:30:00,24.7,0.0,23.3,0.0,0.0,9
2021-02-01 01:45:00,23.8,0.0,22.7,0.0,0.0,9
2021-02-01 02:00:00,23.1,0.0,22.2,0.0,0.0,9
2021-02-01 02:15:00,23.4,0.0,21.7,0.0,0.0,9
2021-02-01 02:30:00,23.5,0.0,21.2,0.0,0.0,9
2021-02-01 02:45:00,24.0,0.0,21.5,0.0,0.0,9
2021-02-01 03:00:00,24.1,0.0,21.2,0.0,0.0,9
2021-02-01 03:15:00,24.4,0.0,22.9,0.0,0.0,9
2021-02-01 03:30:00,24.5,0.0,23.3,0.0,0.0,9
2021-02-01 03:45:00,24.1,0.0,22.6,0.0,0.0,9
2021-02-01 04:00:00,24.2,0.0,22.8,0.0,0.0,9
2021-02-01 04:15:00,24.4,0.0,22.9,0.0,0.0,9
2021-02-01 04:30:00,24.4,0.0,23.4,0.0,0.0,9
2021-02-01 04:45:00,24.1,0.0,22.9,0.0,0.0,9
2021-02-01 05:00:00,23.8,0.0,22.6,0.0,0.0,9
2021-02-01 05:15:00,23.7,0.0,21.8,0.0,0.0,9
2021-02-01 05:30:00,23.4,0.0,22.0,0.0,0.0,9
2021-02-01 05:45:00,23.1,0.0,21.1,0.0,0.0,9
2021-02-01 06:00:00,22.3,0.0,21.3,0.0,0.0,9
2021-02-01 06:15:00,22.8,0.0,21.3,0.0,0.0,9
2021-02-01 06:30:00,23.0,0.0,21.4,0.0,0.0,9
2021-02-01 06:45:00,23.0,0.0,21.5,-0.04,505.0,9
2021-02-01 07:00:00,23.1,0.0,22.1,0.01,663.1,9
2021-02-01 07:15:00,23.5,6.4,22.8,0.41,717.2,9
2021-02-01 07:30:00,23.8,32.1,22.4,0.81,735.7,9
2021-02-01 07:45:00,24.7,55.2,23.1,1.41,736.2,9
2021-02-01 08:00:00,25.8,80.3,25.7,1.61,746.1,9
2021-02-01 08:15:00,26.7,122.4,27.9,2.21,741.2,9
2021-02-01 08:30:00,28.7,151.7,30.0,2.63,732.2,9
2021-02-01 08:45:00,30.1,192.0,29.4,3.24,732.3,9
2021-02-01 09:00:00,31.8,211.5,31.1,3.84,717.2,9
2021-02-01 09:15:00,31.7,231.0,33.4,4.26,717.2,9
2021-02-01 09:30:00,33.6,259.1,34.2,4.6,711.2,9
2021-02-01 09:45:00,34.5,285.4,35.8,5.23,705.1,9
2021-02-01 10:00:00,35.1,304.9,36.9,5.63,699.2,9
2021-02-01 10:15:00,36.8,323.2,37.6,6.0,687.1,9
2021-02-01 10:30:00,34.4,337.9,39.1,6.2,687.2,9
2021-02-01 10:45:00,39.8,357.4,41.4,6.41,687.2,9
2021-02-01 11:00:00,36.5,362.3,41.4,6.62,681.2,9
2021-02-01 11:15:00,39.2,370.8,43.6,6.6,675.1,9
2021-02-01 11:30:00,38.1,362.3,42.3,6.36,675.2,9
2021-02-01 11:45:00,37.8,396.5,42.8,6.59,675.2,9
2021-02-01 12:00:00,36.4,384.9,46.5,6.61,670.0,9
2021-02-01 12:15:00,39.5,394.1,44.8,6.41,675.2,9
2021-02-01 12:30:00,41.3,395.3,45.2,6.41,676.1,9
2021-02-01 12:45:00,41.1,391.0,44.6,6.19,680.3,9
2021-02-01 13:00:00,40.4,395.3,43.3,6.26,669.2,9
2021-02-01 13:15:00,38.3,388.5,45.9,5.82,679.2,9
2021-02-01 13:30:00,40.5,375.1,43.9,5.6,691.1,9
2021-02-01 13:45:00,39.7,356.8,43.2,5.26,687.2,9
2021-02-01 14:00:00,38.8,352.5,42.7,5.26,677.2,9
2021-02-01 14:15:00,36.4,334.8,41.6,4.84,687.2,9
2021-02-01 14:30:00,40.2,325.7,44.0,4.44,681.2,9
2021-02-01 14:45:00,38.5,287.8,45.4,3.8,690.1,9
2021-02-01 15:00:00,38.8,282.9,42.7,3.59,687.2,9
2021-02-01 15:15:00,39.8,253.6,44.5,3.17,702.0,9
2021-02-01 15:30:00,38.7,227.4,40.6,2.77,693.1,9
2021-02-01 15:45:00,36.3,208.5,40.2,2.31,699.2,9
2021-02-01 16:00:00,35.2,177.9,38.7,1.91,694.6,9
2021-02-01 16:15:00,36.1,154.2,38.8,1.71,699.2,9
2021-02-01 16:30:00,35.1,121.2,37.7,1.31,699.2,9
2021-02-01 16:45:00,34.9,91.2,37.4,0.91,699.2,9
2021-02-01 17:00:00,34.4,63.8,35.7,0.71,705.0,9
2021-02-01 17:15:00,33.7,36.9,34.8,0.51,699.2,9
2021-02-01 17:30:00,32.7,17.3,33.2,0.31,698.6,9
2021-02-01 17:45:00,31.7,0.0,32.0,0.31,669.1,9
2021-02-01 18:00:00,30.8,0.0,29.9,0.11,645.1,9
2021-02-01 18:15:00,30.2,0.0,28.9,0.0,625.4,9
2021-02-01 18:30:00,29.5,0.0,27.4,-0.01,501.2,9
2021-02-01 18:45:00,30.0,0.0,27.0,0.0,0.0,9
2021-02-01 19:00:00,29.8,0.0,27.1,0.0,0.0,9
2021-02-01 19:15:00,29.1,0.0,26.8,0.0,0.0,9
2021-02-01 19:30:00,28.9,0.0,26.5,0.0,0.0,9
2021-02-01 19:45:00,29.4,0.0,26.8,0.0,0.0,9
2021-02-01 20:00:00,29.4,0.0,26.0,0.0,0.0,9
2021-02-01 20:15:00,29.7,0.0,26.9,0.0,0.0,9
2021-02-01 20:30:00,30.0,0.0,27.2,0.0,0.0,9
2021-02-01 20:45:00,29.9,0.0,26.7,0.0,0.0,9
2021-02-01 21:00:00,29.6,0.0,27.6,0.0,0.0,9
2021-02-01 21:15:00,29.7,0.0,27.0,0.0,0.0,9
2021-02-01 21:30:00,29.4,0.0,26.4,0.0,0.0,9
2021-02-01 21:45:00,29.0,0.0,26.4,0.0,0.0,9
2021-02-01 22:00:00,29.0,0.0,25.2,0.0,0.0,9
2021-02-01 22:15:00,28.8,0.0,25.2,0.0,0.0,9
2021-02-01 22:30:00,28.7,0.0,25.0,0.0,0.0,9
2021-02-01 22:45:00,28.2,0.0,25.2,0.0,0.0,9
2021-02-01 23:00:00,28.1,0.0,25.5,0.0,0.0,9
2021-02-01 23:15:00,28.4,0.0,25.4,0.0,0.0,9
2021-02-01 23:30:00,28.0,0.0,24.7,0.0,0.0,9
2021-02-01 23:45:00,28.0,0.0,24.9,0.0,0.0,9
2021-02-02 00:00:00,26.6,0.0,24.9,0.0,0.0,9
2021-02-02 00:15:00,25.7,0.0,23.6,0.0,0.0,9
2021-02-02 00:30:00,25.8,0.0,23.3,0.0,0.0,9
2021-02-02 00:45:00,25.8,0.0,23.6,0.0,0.0,9
2021-02-02 01:00:00,25.8,0.0,23.1,0.0,0.0,9
2021-02-02 01:15:00,26.1,0.0,24.2,0.0,0.0,9
2021-02-02 01:30:00,26.2,0.0,23.9,0.0,0.0,9
2021-02-02 01:45:00,26.2,0.0,23.6,0.0,0.0,9
2021-02-02 02:00:00,26.3,0.0,24.2,0.0,0.0,9
2021-02-02 02:15:00,26.1,0.0,23.7,0.0,0.0,9
2021-02-02 02:30:00,25.7,0.0,22.8,0.0,0.0,9
2021-02-02 02:45:00,24.7,0.0,23.1,0.0,0.0,9
2021-02-02 03:00:00,24.5,0.0,23.2,0.0,0.0,9
2021-02-02 03:15:00,24.4,0.0,22.3,0.0,0.0,9
2021-02-02 03:30:00,24.9,0.0,23.1,0.0,0.0,9
2021-02-02 03:45:00,25.0,0.0,23.1,0.0,0.0,9
2021-02-02 04:00:00,24.9,0.0,23.1,0.0,0.0,9
2021-02-02 04:15:00,25.3,0.0,22.8,0.0,0.0,9
2021-02-02 04:30:00,25.4,0.0,22.9,0.0,0.0,9
2021-02-02 04:45:00,24.9,0.0,22.9,0.0,0.0,9
2021-02-02 05:00:00,24.8,0.0,22.3,0.0,0.0,9
2021-02-02 05:15:00,24.4,0.0,22.8,0.0,0.0,9
2021-02-02 05:30:00,24.4,0.0,22.3,0.0,0.0,9
2021-02-02 05:45:00,24.3,0.0,22.0,0.0,0.0,9
2021-02-02 06:00:00,24.3,0.0,21.7,0.0,0.0,9
2021-02-02 06:15:00,24.1,0.0,22.0,0.0,0.0,9
2021-02-02 06:30:00,24.2,0.0,23.3,0.0,0.0,9
2021-02-02 06:45:00,23.9,0.0,22.6,-0.03,527.2,9
2021-02-02 07:00:00,23.5,0.0,22.0,0.02,649.2,9
2021-02-02 07:15:00,23.8,3.3,22.2,0.42,708.7,9
2021-02-02 07:30:00,24.4,32.1,22.6,1.02,730.0,9
2021-02-02 07:45:00,25.5,62.0,23.9,1.42,744.7,9
2021-02-02 08:00:00,26.3,95.5,27.4,1.82,732.7,9
2021-02-02 08:15:00,27.2,134.0,29.9,2.44,734.4,9
2021-02-02 08:30:00,29.0,168.2,30.5,3.04,726.7,9
2021-02-02 08:45:00,30.0,200.5,30.0,3.46,720.7,9
2021-02-02 09:00:00,32.1,228.0,30.6,4.08,726.6,9
2021-02-02 09:15:00,33.2,243.9,32.9,4.5,713.2,9
2021-02-02 09:30:00,32.9,267.7,34.1,4.92,714.7,9
2021-02-02 09:45:00,36.1,297.0,35.2,5.5,708.7,9
2021-02-02 10:00:00,36.7,310.5,35.5,5.7,704.0,9
2021-02-02 10:15:00,37.3,333.6,37.0,6.19,714.7,9
2021-02-02 10:30:00,37.8,352.5,37.5,6.36,711.2,9
2021-02-02 10:45:00,38.4,369.0,37.4,6.8,702.7,9
2021-02-02 11:00:00,38.2,383.7,38.7,7.01,696.7,9
2021-02-02 11:15:00,38.6,387.9,39.4,6.93,690.7,9
2021-02-02 11:30:00,38.6,402.0,40.5,7.15,682.1,9
2021-02-02 11:45:00,40.3,414.2,40.8,7.09,688.0,9
2021-02-02 12:00:00,40.8,418.5,42.2,6.96,684.6,9
2021-02-02 12:15:00,41.5,427.6,42.8,7.12,682.1,9
2021-02-02 12:30:00,41.8,422.1,44.8,6.92,678.7,9
2021-02-02 12:45:00,39.7,428.3,41.3,6.92,678.6,9
2021-02-02 13:00:00,40.5,428.3,43.3,6.71,681.3,9
2021-02-02 13:15:00,42.3,423.3,45.9,6.51,681.5,9
2021-02-02 13:30:00,42.3,419.1,48.5,6.31,666.7,9
2021-02-02 13:45:00,37.5,397.8,44.7,6.1,672.6,9
2021-02-02 14:00:00,42.0,382.5,45.8,5.64,675.4,9
2021-02-02 14:15:00,38.6,370.8,44.5,5.44,678.7,9
2021-02-02 14:30:00,36.6,359.3,44.2,5.03,667.4,9
